period,emdash_per_1k,exclamation_per_1k,question_per_1k,semicolon_per_1k,colon_per_1k,comma_per_1k,ellipsis_per_1k,parentheses_per_1k,quotes_per_1k,total_words
2012-07,8.428493746601415,2.1750951604132682,2.990755845568244,1.6313213703099512,4.893964110929853,41.3268080478521,0.8156606851549756,19.032082653616097,32.62642740619902,3678
2012-08,3.659652333028362,1.829826166514181,1.3723696248856359,3.659652333028362,7.7767612076852695,51.23513266239707,0.0,12.808783165599268,32.02195791399817,2186
2012-09,6.768189509306261,0.0,3.3840947546531304,4.230118443316413,4.230118443316413,43.9932318104907,0.0,13.536379018612521,28.76480541455161,1182
2012-10,4.561003420752566,3.420752565564424,1.1402508551881414,0.0,2.280501710376283,49.03078677309008,0.0,11.402508551881414,36.488027366020525,877
2012-11,7.743045597935188,4.01491253226269,1.1471178663607686,3.1545741324921135,6.882707198164612,47.89217092056209,0.5735589331803843,18.92744479495268,26.383710926297677,3487
2012-12,6.169665809768637,2.056555269922879,7.197943444730077,1.0282776349614395,5.141388174807197,48.84318766066838,0.0,18.50899742930591,44.73007712082262,1945
2013-01,6.511627906976744,2.0930232558139537,2.0930232558139537,1.1627906976744187,4.883720930232558,52.55813953488372,0.46511627906976744,13.953488372093023,42.093023255813954,4300
2013-02,13.452914798206276,4.484304932735426,0.0,4.484304932735426,8.968609865470851,17.937219730941703,0.0,17.937219730941703,31.39013452914798,223
2013-03,4.829251466022766,1.7247326664367024,0.689893066574681,0.689893066574681,5.8640910658847885,44.15315626077958,0.689893066574681,16.557433597792343,25.181096929975855,2899
2013-04,6.719609040928527,1.2217470983506413,1.832620647525962,2.4434941967012827,3.665241295051924,47.64813683567501,0.6108735491753207,13.439218081857055,37.87416004886988,1637
2013-05,7.649696649960433,2.9016090741229226,2.9016090741229226,2.374043787918755,3.4291743603270906,47.4808757583751,0.2637826431020839,13.716697441308362,38.24848324980216,3791
2013-06,2.8517110266159698,5.7034220532319395,0.9505703422053232,8.55513307984791,17.11026615969582,41.82509505703422,0.9505703422053232,38.97338403041825,56.08365019011407,1052
2013-07,7.680491551459293,1.0240655401945724,1.5360983102918586,2.048131080389145,5.6323604710701485,42.498719918074755,0.5120327700972862,9.216589861751151,49.66717869943676,1953
2013-08,8.09968847352025,6.230529595015576,3.7383177570093453,0.6230529595015576,3.115264797507788,41.1214953271028,0.0,14.953271028037381,41.1214953271028,1605
2013-09,9.77198697068404,0.0,0.0,0.0,9.77198697068404,48.8599348534202,0.0,32.57328990228013,39.08794788273616,307
2013-10,6.195786864931846,3.923998347790169,1.4456836018174308,3.097893432465923,5.5762081784386615,45.84882280049566,0.41305245766212306,12.391573729863692,34.696406443618336,4842
2013-11,0.0,0.0,0.0,0.0,31.25,31.25,0.0,0.0,187.5,32
2013-12,5.236617532971295,2.909231962761831,2.909231962761831,1.1636927851047323,7.951900698215671,37.62606671838635,0.5818463925523661,11.249030256012412,37.43211792086889,5156
2014-01,2.7129679869777537,1.0851871947911014,4.883342376559956,3.7981551817688546,2.1703743895822027,36.3537710255019,0.0,5.425935973955507,34.18339663591969,1843
2014-02,2.2573363431151243,4.514672686230249,0.0,0.0,6.772009029345373,60.94808126410835,0.0,4.514672686230249,33.86004514672686,443
2014-03,9.47867298578199,0.0,2.031144211238998,4.739336492890995,6.770480704129993,48.74746106973595,0.0,31.14421123899797,30.467163168584968,1477
2014-04,6.688963210702341,3.3444816053511706,3.3444816053511706,0.0,10.033444816053512,60.20066889632107,0.0,20.066889632107024,30.100334448160535,299
2014-05,4.333694474539545,1.0834236186348862,3.2502708559046587,0.0,7.583965330444204,43.33694474539545,0.0,15.167930660888407,28.16901408450704,923
2014-06,8.012820512820513,4.006410256410256,2.403846153846154,0.8012820512820513,4.006410256410256,31.25,0.0,9.615384615384617,24.03846153846154,1248
2014-08,0.7473841554559043,3.7369207772795217,1.4947683109118086,1.4947683109118086,2.9895366218236172,41.106128550074736,0.0,11.958146487294469,28.400597907324364,1338
2014-09,2.5380710659898478,1.2690355329949239,0.0,1.2690355329949239,0.0,50.76142131979695,0.0,5.0761421319796955,30.456852791878173,1576
2014-11,3.174603174603175,0.0,1.360544217687075,1.360544217687075,8.616780045351474,52.15419501133787,0.9070294784580499,16.3265306122449,30.385487528344672,2205
2014-12,6.7916327085031245,2.988318391741375,3.2599837000814995,0.54333061668025,7.334963325183375,41.02146155935887,2.173322466721,10.323281716924749,32.599837000815,3681
2015-01,6.003430531732418,0.8576329331046312,1.2864493996569468,3.8593481989708405,3.4305317324185247,39.02229845626072,0.0,6.861063464837049,28.730703259005143,2332
2015-02,0.0,0.0,0.0,0.0,0.0,47.61904761904762,0.0,0.0,23.80952380952381,42
2015-04,3.864734299516908,0.0,5.797101449275362,1.932367149758454,4.830917874396135,26.08695652173913,0.0,1.932367149758454,29.951690821256037,1035
2015-06,2.9154518950437316,0.0,5.830903790087463,20.408163265306122,5.830903790087463,37.90087463556851,2.9154518950437316,5.830903790087463,55.3935860058309,343
2015-07,1.443001443001443,0.0,1.443001443001443,1.443001443001443,4.329004329004329,51.94805194805195,0.0,8.658008658008658,28.860028860028862,693
2015-09,2.331002331002331,1.1655011655011656,5.827505827505828,0.0,3.4965034965034967,37.2960372960373,0.0,4.662004662004662,32.634032634032636,858
2015-11,1.6877637130801688,0.0,0.8438818565400844,0.8438818565400844,4.219409282700422,58.22784810126583,0.0,0.8438818565400844,15.18987341772152,1185
2015-12,6.557377049180328,0.0,0.0,0.0,3.278688524590164,29.508196721311478,0.0,19.672131147540984,32.786885245901644,305
2016-04,0.7886435331230284,0.0,3.1545741324921135,2.365930599369085,3.943217665615142,44.164037854889585,0.0,6.309148264984227,31.545741324921135,1268
2016-05,4.672897196261682,5.607476635514018,0.9345794392523364,0.0,1.8691588785046729,47.66355140186916,0.0,3.7383177570093458,41.12149532710281,1070
2016-06,0.5973715651135006,0.5973715651135006,1.1947431302270013,0.0,2.9868578255675033,47.78972520908005,0.0,2.3894862604540026,20.31063321385902,1674
2016-07,0.0,0.0,0.6215040397762586,2.4860161591050343,8.079552517091361,37.290242386575514,0.0,6.215040397762586,24.238657551274084,1609
2016-08,3.2981530343007917,0.0,1.3192612137203166,4.617414248021108,3.2981530343007917,48.812664907651715,0.0,1.3192612137203166,31.662269129287598,1516
2016-09,0.0,0.0,0.75642965204236,1.51285930408472,2.26928895612708,39.334341906202724,0.0,1.51285930408472,21.93645990922844,1322
2016-11,5.807200929152149,2.3228803716608595,0.0,2.3228803716608595,4.645760743321719,25.551684088269454,1.1614401858304297,16.260162601626018,41.81184668989547,861
2017-01,0.0,8.0,0.0,0.0,16.0,40.0,0.0,0.0,8.0,125
2017-04,2.4281667341157425,0.4046944556859571,3.6422501011736137,2.4281667341157425,5.2610279239174425,34.80372318899231,1.2140833670578712,7.284500202347227,21.04411169566977,2471
2017-12,5.706134094151213,2.8530670470756063,4.279600570613409,2.8530670470756063,4.279600570613409,51.35520684736091,0.0,5.706134094151213,24.251069900142653,701
2018-01,4.368932038834951,0.970873786407767,4.854368932038835,1.941747572815534,4.854368932038835,39.320388349514566,0.0,2.912621359223301,36.89320388349515,2060
2020-07,3.8314176245210727,1.9157088122605364,0.0,0.0,1.9157088122605364,53.63984674329502,0.0,7.662835249042145,32.56704980842912,522
2020-08,7.853403141361256,1.5706806282722514,2.8795811518324608,1.0471204188481675,35.86387434554974,35.07853403141361,2.094240837696335,2.094240837696335,0.2617801047120419,3820
2021-11,7.697241821680565,0.4276245456489203,1.2828736369467608,1.9243104554201413,5.772931366260424,42.33483001924311,0.4276245456489203,6.414368184733804,15.39448364336113,4677
2022-01,1.9282684149633629,2.6995757809487078,5.013497878904743,0.7713073659853451,100.26995757809486,22.36791361357501,0.38565368299267255,5.3991515618974155,1.9282684149633629,2593
2022-02,4.958677685950414,0.6611570247933884,3.9669421487603307,1.322314049586777,6.9421487603305785,41.32231404958678,0.0,5.289256198347108,24.462809917355372,3025
2022-04,5.714285714285714,2.0408163265306123,5.3061224489795915,2.0408163265306123,5.714285714285714,44.48979591836735,0.40816326530612246,4.8979591836734695,32.244897959183675,2450
2022-08,2.452984464431725,1.6353229762878168,0.8176614881439084,5.723630417007358,4.90596892886345,43.336058871627145,0.0,9.8119378577269,40.883074407195416,1223
2022-10,4.132231404958677,3.005259203606311,5.259203606311044,2.2539444027047333,6.386175807663411,58.978211870773855,0.0,3.005259203606311,21.788129226145756,2662
2022-12,6.776379477250726,1.936108422071636,7.744433688286544,1.936108422071636,4.84027105517909,41.626331074540175,0.968054211035818,5.808325266214908,37.7541142303969,1033
2023-01,6.4279155188246095,1.8365472910927456,5.509641873278237,1.8365472910927456,4.591368227731864,34.89439853076217,0.0,3.6730945821854912,30.3030303030303,1089
2023-02,3.715498938428875,2.653927813163482,6.900212314225053,1.0615711252653928,5.307855626326964,38.747346072186836,0.5307855626326964,8.492569002123142,28.662420382165603,1884
2023-03,1.670843776106934,1.670843776106934,3.341687552213868,0.835421888053467,4.177109440267335,29.239766081871345,0.0,10.025062656641603,32.581453634085214,1197
2023-04,4.524886877828054,5.429864253393665,2.7149321266968327,3.6199095022624435,2.7149321266968327,42.53393665158371,0.0,9.049773755656108,45.248868778280546,1105
2023-05,6.153846153846154,0.0,4.615384615384616,2.307692307692308,3.8461538461538463,32.30769230769231,0.0,4.615384615384616,40.769230769230774,1300
2023-10,8.528784648187633,2.1321961620469083,2.1321961620469083,0.0,2.1321961620469083,44.776119402985074,0.0,4.264392324093817,42.643923240938165,469
2023-11,0.8368200836820083,4.184100418410042,2.510460251046025,0.0,4.184100418410042,44.35146443514644,0.0,8.368200836820083,20.0836820083682,1195
2024-01,2.881844380403458,4.322766570605188,2.881844380403458,0.0,10.086455331412104,38.90489913544668,2.881844380403458,5.763688760806916,11.527377521613833,694
2024-03,0.0,0.0,3.5211267605633805,0.0,10.563380281690142,21.126760563380284,3.5211267605633805,0.0,28.169014084507044,284
2024-04,9.851301115241634,1.1152416356877324,2.7881040892193307,2.044609665427509,10.966542750929367,42.93680297397769,0.18587360594795538,10.03717472118959,27.32342007434944,5380
2024-07,3.4542314335060444,0.5757052389176741,3.4542314335060444,0.5757052389176741,8.059873344847437,52.96488198042602,0.0,4.605641911341393,21.301093839953943,1737
2024-08,6.209037599172129,2.069679199724043,2.414625733011383,0.3449465332873405,4.829251466022766,46.222835460503624,0.0,4.829251466022766,37.59917212832011,2899
2024-10,4.667444574095683,0.0,2.3337222870478413,3.500583430571762,5.834305717619603,38.50641773628938,2.3337222870478413,7.001166861143524,10.501750291715286,857
2024-12,4.435682602267127,1.724987678659438,1.9714144898965007,0.7392804337111878,3.696402168555939,60.86742237555446,0.0,7.885657959586003,25.87481517989157,4058
2025-02,0.0,0.0,0.0,0.0,0.0,39.77272727272727,0.0,0.0,39.77272727272727,176
2025-03,8.347245409015025,5.0083472454090145,1.2520868113522536,0.41736227045075125,9.599332220367279,48.41402337228715,0.41736227045075125,5.843071786310517,29.63272120200334,2396
2025-04,4.798464491362764,3.838771593090211,0.0,0.0,5.758157389635317,47.98464491362764,0.0,11.516314779270633,14.39539347408829,1042
2025-05,2.7548209366391183,2.0661157024793386,2.0661157024793386,0.0,2.7548209366391183,44.76584022038567,0.0,6.887052341597796,28.92561983471074,1452
2025-06,5.551149881046788,2.379064234734338,4.758128469468676,0.7930214115781126,0.7930214115781126,52.33941316415543,0.0,11.102299762093576,30.92783505154639,1261
2025-11,9.58904109589041,1.36986301369863,0.0,0.0,1.36986301369863,42.465753424657535,0.0,0.0,28.767123287671232,730
2025-12,7.789678675754625,2.6777020447906525,1.7039922103213243,0.9737098344693281,3.6514118792599803,44.79065238558909,0.0,3.8948393378773125,24.09931840311587,4108
