period,mean_rarity,median_rarity,rare_word_ratio,std_rarity,word_count
2006-09,2.1677803203661328,1.98,0.02288329519450801,1.2289116754162066,874
2006-10,2.4185208082026537,2.2800000000000002,0.047044632086851626,1.4231618405565245,6632
2006-11,2.4161671469740633,2.25,0.05050089199945108,1.4460308128202164,7287
2006-12,2.3331483235461263,2.1900000000000004,0.03996969122939951,1.365918009573483,5279
2007-01,2.4206447034214853,2.2800000000000002,0.04721350664873749,1.4764426007603606,13386
2007-02,2.375887587822014,2.21,0.04558938329430133,1.4639493214516692,6405
2007-03,2.6398309319563587,2.6100000000000003,0.06146414591488299,1.4740558411073665,12007
2007-04,2.411768482295115,2.2800000000000002,0.04473868993881031,1.471015772558327,9969
2007-05,2.3525114628013606,2.21,0.04244934181334122,1.3884435849986139,6761
2007-06,2.381033719174635,2.29,0.04308002013085053,1.4046691240762978,9935
2007-07,2.402733405288721,2.33,0.041644180608023024,1.4070045083856313,11118
2007-08,2.456522516482288,2.3200000000000003,0.05307855626326964,1.508843835392318,8949
2007-09,2.3882408874801904,2.25,0.04618519357029658,1.4263135838924212,4417
2007-10,2.416270867327727,2.2800000000000002,0.04468432283168068,1.4454054971771857,7967
2007-11,2.449009467040673,2.38,0.04593267882187938,1.4563509235528007,5704
2007-12,2.372613135298213,2.25,0.04502204687862613,1.3982676826839269,4309
2008-01,2.356959847036329,2.25,0.03893620719624544,1.3880194544249373,5753
2008-02,2.3767406564219313,2.24,0.038322898880667804,1.3804319657833846,5271
2008-03,2.35279969746628,2.21,0.03995966217067944,1.409066638226963,7933
2008-04,2.3242714261079493,2.13,0.03724780134505949,1.3653429693038437,5799
2008-05,2.3423729362253156,2.21,0.036257688572353515,1.3869017533389036,6178
2008-06,2.3475303334288715,2.2199999999999998,0.03592242285277539,1.3614132776126542,10467
2008-07,2.390216167817856,2.26,0.04412893323100537,1.4159305297633553,7818
2008-08,2.352406386887099,2.1900000000000004,0.04126042108237954,1.4041837564701498,7077
2008-09,2.3581895633652823,2.25,0.04446219382321619,1.3872803329966124,3756
2008-10,2.3758283730158727,2.25,0.038492063492063494,1.3912740279833458,10080
2008-11,2.331616203800376,2.2,0.04009187721862602,1.3757653569979436,4789
2008-12,2.31489525909592,2.1900000000000004,0.034178610804851156,1.3511485028638397,8163
2009-01,2.3215354586857515,2.16,0.034482758620689655,1.3827684968520466,6148
2009-02,2.3875380710659897,2.26,0.04416243654822335,1.4101399577088949,1970
2009-03,2.3239604536202383,2.16,0.039546379761558594,1.4027638835957337,3439
2009-04,2.3595342673229838,2.24,0.04127224536160545,1.397452857753571,5282
2009-05,2.4540286448769737,2.2300000000000004,0.06132941608520015,1.617383612109514,2723
2009-06,2.363012197643167,2.26,0.032458135207773416,1.365918742539944,4837
2009-07,2.532456773703211,2.46,0.06213186395591868,1.5754583934584019,5263
2009-08,2.3097202106649113,2.2,0.0304476629361422,1.372147752359474,6076
2009-09,2.4112800549576368,2.26,0.045569040531257154,1.4374694663869476,4367
2009-10,2.326961563238136,2.16,0.038222031350654925,1.3693877406423511,4657
2009-11,2.4113753581661888,2.2350000000000003,0.04011461318051576,1.4104243908335212,698
2009-12,2.323899589516893,2.1900000000000004,0.03441742974423745,1.365774847718464,3167
2010-01,2.2837591411233857,2.13,0.02987396919246927,1.3419087828334442,6427
2010-02,2.3673652948663557,2.1900000000000004,0.041154009333899025,1.4459273982236678,4714
2010-03,2.3389019896831242,2.1950000000000003,0.04126750184229919,1.397623565740824,2714
2010-04,2.384775969122336,2.2300000000000004,0.04849807014599765,1.4330553624139495,5959
2010-05,2.341031833150384,2.09,0.05159165751920966,1.4156701934707432,911
2010-06,2.3134013605442174,2.13,0.03304178814382896,1.3878609136665245,1029
2010-07,2.2533265720081137,2.05,0.034482758620689655,1.3619788911145414,493
2010-08,3.47,3.545,0.16666666666666666,1.6233093769621776,6
2010-09,2.333870573870574,2.24,0.03540903540903541,1.3882501130600604,819
2010-10,2.272450909090909,2.12,0.024,1.2995251273757624,1375
2010-11,2.195493910690122,2.04,0.02165087956698241,1.2414018739373456,739
2010-12,2.2895,2.1100000000000003,0.03496732026143791,1.3594978089293341,3060
2011-01,2.3631182015953587,2.26,0.04205946337926034,1.4069143438034728,2758
2011-02,2.226490075385573,1.9699999999999998,0.037346981119026214,1.3536768435275837,14459
2011-03,2.6154061826024444,2.51,0.06973400431344356,1.7728135338128201,1391
2011-04,2.3167253521126763,2.42,0.014084507042253521,1.2921845987491858,284
2011-05,2.3765389876880985,2.26,0.04377564979480164,1.394494325403499,731
2011-06,2.285584,2.205,0.0336,1.3442988428708849,1250
2011-07,2.340430711610487,2.25,0.03089887640449438,1.3460675844207575,1068
2011-08,2.224711000621504,2.0300000000000002,0.035425730267246734,1.3164888445961511,1609
2011-09,2.373624047417443,2.37,0.0275190516511431,1.3493865978961537,2362
2011-10,2.320214810627473,2.1799999999999997,0.040983606557377046,1.4026515547501242,3538
2011-11,2.3248425925925926,2.285,0.025925925925925925,1.2928422511404936,1080
2011-12,2.425153617443013,2.45,0.04558969276511397,1.4469325748985586,1009
2012-01,2.3517403314917127,2.32,0.03729281767955801,1.3435649819599578,724
2012-03,2.296532077164648,2.0700000000000003,0.037236428891879766,1.3550142647494565,2229
2012-04,2.3200000000000003,2.1399999999999997,0.039265898420828,1.3391661046115615,2343
2012-05,2.348295513151109,2.2,0.0446106240330067,1.368623103305652,3878
2012-06,2.4592111368909513,2.49,0.048723897911832945,1.3086401540794204,431
2012-07,2.43402519324363,2.37,0.047237331806470086,1.457575510454038,3493
