period,ngram,baseline_freq,period_freq,delta
2006-10,to be,0.008018327605956471,0.0012064545317448348,-0.006811873074211636
2006-10,of the,0.001145475372279496,0.005278238576383653,0.0041327632041041566
2006-10,say that,0.004581901489117984,0.00045242044940431306,-0.004129481039713671
2006-10,want to,0.004581901489117984,0.0007540340823405218,-0.0038278674067774624
2006-10,when say,0.003436426116838488,0.0,-0.003436426116838488
2006-10,ended badly,0.003436426116838488,0.0,-0.003436426116838488
2006-10,i'm an,0.003436426116838488,0.00015080681646810435,-0.0032856193003703836
2006-10,that i'm,0.003436426116838488,0.00015080681646810435,-0.0032856193003703836
2006-10,to say,0.003436426116838488,0.0003016136329362087,-0.003134812483902279
2006-10,it to,0.003436426116838488,0.00045242044940431306,-0.002984005667434175
2006-10,i'm not,0.003436426116838488,0.00045242044940431306,-0.002984005667434175
2006-10,have to,0.003436426116838488,0.0007540340823405218,-0.002682392034497966
2006-10,electronic voyeurism,0.002290950744558992,0.0,-0.002290950744558992
2006-10,about me,0.002290950744558992,0.0,-0.002290950744558992
2006-10,server 'remote,0.002290950744558992,0.0,-0.002290950744558992
2006-10,terrible way,0.002290950744558992,0.0,-0.002290950744558992
2006-10,way to,0.002290950744558992,0.0,-0.002290950744558992
2006-10,audience that,0.002290950744558992,0.0,-0.002290950744558992
2006-10,this entry,0.002290950744558992,0.0,-0.002290950744558992
2006-10,both in,0.002290950744558992,0.0,-0.002290950744558992
2006-10,believe me,0.002290950744558992,0.0,-0.002290950744558992
2006-10,that and,0.002290950744558992,0.0,-0.002290950744558992
2006-10,broke up,0.002290950744558992,0.0,-0.002290950744558992
2006-10,six years,0.002290950744558992,0.0,-0.002290950744558992
2006-10,that she,0.002290950744558992,0.0,-0.002290950744558992
2006-10,feeling and,0.002290950744558992,0.0,-0.002290950744558992
2006-10,to believe,0.002290950744558992,0.0,-0.002290950744558992
2006-10,of its,0.002290950744558992,0.0,-0.002290950744558992
2006-10,an asshole,0.002290950744558992,0.0,-0.002290950744558992
2006-10,will go,0.002290950744558992,0.0,-0.002290950744558992
2006-11,to be,0.008018327605956471,0.002607740872906945,-0.005410586733049526
2006-11,say that,0.004581901489117984,0.0001372495196266813,-0.004444651969491303
2006-11,want to,0.004581901489117984,0.0001372495196266813,-0.004444651969491303
2006-11,when say,0.003436426116838488,0.0,-0.003436426116838488
2006-11,i'm an,0.003436426116838488,0.0,-0.003436426116838488
2006-11,ended badly,0.003436426116838488,0.0,-0.003436426116838488
2006-11,it to,0.003436426116838488,0.0001372495196266813,-0.0032991765972118065
2006-11,that i'm,0.003436426116838488,0.00041174855888004394,-0.003024677557958444
2006-11,of the,0.001145475372279496,0.0041174855888004395,0.0029720102165209433
2006-11,to say,0.003436426116838488,0.0005489980785067252,-0.0028874280383317627
2006-11,i'm not,0.003436426116838488,0.0009607466373867692,-0.0024756794794517185
2006-11,up and,0.002290950744558992,0.0,-0.002290950744558992
2006-11,of you,0.002290950744558992,0.0,-0.002290950744558992
2006-11,you know,0.002290950744558992,0.0,-0.002290950744558992
2006-11,electronic voyeurism,0.002290950744558992,0.0,-0.002290950744558992
2006-11,about me,0.002290950744558992,0.0,-0.002290950744558992
2006-11,server 'remote,0.002290950744558992,0.0,-0.002290950744558992
2006-11,terrible way,0.002290950744558992,0.0,-0.002290950744558992
2006-11,new blog,0.002290950744558992,0.0,-0.002290950744558992
2006-11,way to,0.002290950744558992,0.0,-0.002290950744558992
2006-11,audience that,0.002290950744558992,0.0,-0.002290950744558992
2006-11,this entry,0.002290950744558992,0.0,-0.002290950744558992
2006-11,both in,0.002290950744558992,0.0,-0.002290950744558992
2006-11,believe me,0.002290950744558992,0.0,-0.002290950744558992
2006-11,broke up,0.002290950744558992,0.0,-0.002290950744558992
2006-11,six years,0.002290950744558992,0.0,-0.002290950744558992
2006-11,feeling and,0.002290950744558992,0.0,-0.002290950744558992
2006-11,of its,0.002290950744558992,0.0,-0.002290950744558992
2006-11,an asshole,0.002290950744558992,0.0,-0.002290950744558992
2006-11,site and,0.002290950744558992,0.0,-0.002290950744558992
2006-12,want to,0.004581901489117984,0.0,-0.004581901489117984
2006-12,say that,0.004581901489117984,0.00018946570670708602,-0.004392435782410898
2006-12,to be,0.008018327605956471,0.0037893141341417205,-0.004229013471814751
2006-12,when say,0.003436426116838488,0.0,-0.003436426116838488
2006-12,i'm an,0.003436426116838488,0.0,-0.003436426116838488
2006-12,ended badly,0.003436426116838488,0.0,-0.003436426116838488
2006-12,of the,0.001145475372279496,0.004547176960970065,0.0034017015886905685
2006-12,to say,0.003436426116838488,0.00037893141341417203,-0.0030574947034243158
2006-12,have to,0.003436426116838488,0.00037893141341417203,-0.0030574947034243158
2006-12,that i'm,0.003436426116838488,0.00037893141341417203,-0.0030574947034243158
2006-12,it to,0.003436426116838488,0.0009473285335354301,-0.0024890975833030578
2006-12,i'm not,0.003436426116838488,0.0011367942402425162,-0.002299631876595972
2006-12,up and,0.002290950744558992,0.0,-0.002290950744558992
2006-12,down to,0.002290950744558992,0.0,-0.002290950744558992
2006-12,of you,0.002290950744558992,0.0,-0.002290950744558992
2006-12,electronic voyeurism,0.002290950744558992,0.0,-0.002290950744558992
2006-12,server 'remote,0.002290950744558992,0.0,-0.002290950744558992
2006-12,terrible way,0.002290950744558992,0.0,-0.002290950744558992
2006-12,new blog,0.002290950744558992,0.0,-0.002290950744558992
2006-12,audience that,0.002290950744558992,0.0,-0.002290950744558992
2006-12,this entry,0.002290950744558992,0.0,-0.002290950744558992
