period,ngram,baseline_freq,period_freq,delta
2007,case return,0.0,0.004349721578185997,0.004349721578185997
2007,break case,0.0,0.004339813328577373,0.004339813328577373
2007,one of,0.001145931941607294,0.00047559598121395876,-0.0006703359603933354
2007,i'm not,0.0009466394300234168,0.0003864217347363415,-0.0005602176952870753
2007,ca break,0.0,0.0005251372292570794,0.0005251372292570794
2007,if you,0.000647700662647601,0.0011196322057745278,0.00047193154312692677
2007,that the,0.001145931941607294,0.0015952281869884865,0.00044929624538119243
2007,try to,0.0005480544068556624,0.00011889899530348969,-0.00042915541155217273
2007,pretty well,0.0004484081510637238,2.9724748825872423e-05,-0.00041868340223785136
2007,to my,0.0005978775347516317,0.0001981649921724828,-0.00039971254257914886
2007,about this,0.0005480544068556624,0.0001684402433466104,-0.000379614163509052
2007,going to,0.0010462856858153556,0.0006836692229950657,-0.00036261646282028986
2007,from the,0.0011957550695032633,0.000842201216733052,-0.0003535538527702114
2007,in the,0.002441333266902496,0.0027941263896320077,0.00035279312272951157
2007,but don't,0.000498231278959693,0.0001486237441293621,-0.00034960753483033094
2007,way to,0.00014946938368790792,0.0004954124804312071,0.00034594309674329917
2007,in my,0.0005978775347516317,0.00025761448982422765,-0.000340263044927404
2007,on the,0.002291863883214588,0.0019618334225075798,-0.0003300304607070084
2007,is the,0.00039858502316775446,0.0007233022214295623,0.0003247171982618078
2007,you can,0.000647700662647601,0.0009710084616451658,0.0003233077989975647
2007,tx break,0.0,0.0003170639874759725,0.0003170639874759725
2007,think that,9.964625579193862e-05,0.0004161464835622139,0.0003165002277702753
2007,on my,0.0005480544068556624,0.00023779799060697938,-0.00031025641624868306
2007,return 'john,0.0,0.00030715573786734837,0.00030715573786734837
2007,can be,0.00019929251158387723,0.0005053207300398312,0.0003060282184559539
2007,need to,0.00029893876737581583,0.0005944949765174484,0.00029555620914163255
2007,the best,0.0006975237905435703,0.00040623823395358975,-0.00029128555658998055
2007,that i'm,0.0004484081510637238,0.00015853199373798624,-0.0002898761573257375
2007,ny break,0.0,0.00028733923865010007,0.00028733923865010007
2007,easy to,4.982312789596931e-05,0.0003368804866932208,0.00028705735879725147
2008,one of,0.001145931941607294,0.0005656993608800838,-0.0005802325807272103
2008,that the,0.001145931941607294,0.0017211703958691911,0.000575238454261897
2008,of course,0.000498231278959693,0.0010351094688444086,0.0005368781898847156
2008,about the,0.00039858502316775446,0.0008786394328563004,0.0004800544096885459
2008,can be,0.00019929251158387723,0.0006619886137958427,0.0004626961022119654
2008,if you,0.000647700662647601,0.001095290251916758,0.0004475895892691569
2008,in my,0.0005978775347516317,0.00015647003598810827,-0.0004414074987635234
2008,but don't,0.000498231278959693,8.425309630128907e-05,-0.000413978182658404
2008,is the,0.00039858502316775446,0.0008064224931694812,0.0004078374700017267
2008,of my,0.0006975237905435703,0.0003009039153617467,-0.0003966198751818236
2008,the best,0.0006975237905435703,0.0003009039153617467,-0.0003966198751818236
2008,to my,0.0005978775347516317,0.00020461466244598776,-0.0003932628723056439
2008,raw html,0.00039858502316775446,2.4072313228939736e-05,-0.00037451270993881473
2008,this is,0.0011957550695032633,0.001552664203266613,0.00035690913376334966
2008,sort of,0.0009466394300234168,0.0005897716741090235,-0.00035686775591439333
2008,on my,0.0005480544068556624,0.0001925785058315179,-0.0003554759010241445
2008,try to,0.0005480544068556624,0.00020461466244598776,-0.00034343974440967465
2008,on the,0.002291863883214588,0.0019498573715441185,-0.0003420065116704696
2008,about this,0.0005480544068556624,0.00021665081906045762,-0.0003314035877952048
2008,i'm not,0.0009466394300234168,0.0006258801439524331,-0.00032075928607098374
2008,i've got,0.0004484081510637238,0.00013239772275916854,-0.00031601042830455527
2008,to play,0.00039858502316775446,8.425309630128907e-05,-0.0003143319268664654
2008,the original,0.00039858502316775446,8.425309630128907e-05,-0.0003143319268664654
2008,and that,0.00014946938368790792,0.0004453377947353851,0.0002958684110474772
2008,pretty well,0.0004484081510637238,0.00015647003598810827,-0.00029193811507561554
2008,to the,0.0024911563947984656,0.0027803521779425394,0.0002891957831440738
2008,this album,0.00029893876737581583,1.2036156614469868e-05,-0.00028690261076134597
2008,if the,9.964625579193862e-05,0.00037312085504856586,0.00027347459925662724
2008,it's not,0.000647700662647601,0.0003851570116630358,-0.00026254365098456525
2008,but it's,0.000498231278959693,0.0007582778667116017,0.00026004658775190866
2009,of the,0.004484081510637238,0.005717106074939333,0.0012330245643020947
2009,that the,0.001145931941607294,0.0021593386254267263,0.0010134066838194322
2009,this is,0.0011957550695032633,0.001850861678937194,0.0006551066094339308
2009,and the,0.000996462557919386,0.0015835149919795994,0.0005870524340602134
2009,i'm not,0.0009466394300234168,0.0004113025953193765,-0.0005353368347040403
2009,one of,0.001145931941607294,0.0006169538929790647,-0.0005289780486282294
2009,in my,0.0005978775347516317,0.00010282564882984412,-0.0004950518859217876
2009,can be,0.00019929251158387723,0.0006786492822769711,0.0004793567706930939
2009,if the,9.964625579193862e-05,0.0005552585036811582,0.00045561224788921956
2009,to be,0.0026904489063823427,0.003125899724427261,0.00043545081804491825
2009,of my,0.0006975237905435703,0.0002673466869575947,-0.0004301771035859756
2009,about this,0.0005480544068556624,0.00012339077859581293,-0.00042466362825984945
2009,which is,0.00019929251158387723,0.0006169538929790647,0.0004176613813951874
2009,to my,0.0005978775347516317,0.0001850861678937194,-0.00041279136685791224
2009,at the,0.0009466394300234168,0.0013572985645539423,0.00041065913453052546
2009,about the,0.00039858502316775446,0.0008020400608727841,0.00040345503770502963
